sex,n,PPR,TPR,FPR,FNR,PPV,TNR,BACC,PPR_diff_vs_ref,TPR_diff_vs_ref,FPR_diff_vs_ref,FNR_diff_vs_ref,PPV_diff_vs_ref,TNR_diff_vs_ref,BACC_diff_vs_ref,DI_vs_ref
Male,4283,0.40322204062572964,0.5380687093779016,0.2667919210897135,0.4619312906220984,0.6711059640995947,0.7332080789102865,0.6356383941440941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Female,966,0.2898550724637681,0.4474393530997305,0.1915966386554622,0.5525606469002695,0.5928571428571429,0.8084033613445378,0.6279213572221342,-0.11336696816196151,-0.09062935627817115,-0.0751952824342513,0.09062935627817109,-0.0782488212424518,0.07519528243425133,-0.007717036921959908,0.7188472932034272
