sex,n,PPR,TPR,FPR,FNR,PPV,TNR,BACC,PPR_diff_vs_ref,TPR_diff_vs_ref,FPR_diff_vs_ref,FNR_diff_vs_ref,PPV_diff_vs_ref,TNR_diff_vs_ref,BACC_diff_vs_ref,DI_vs_ref
Male,4283,0.44338080784496847,0.5793871866295265,0.3057773602630343,0.4206128133704735,0.6571879936808847,0.6942226397369657,0.6368049131832461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Female,966,0.20186335403726707,0.33423180592991913,0.11932773109243698,0.6657681940700808,0.6358974358974359,0.880672268907563,0.6074520374187411,-0.2415174538077014,-0.24515538069960735,-0.18644962917059732,0.2451553806996073,-0.021290557783448794,0.18644962917059726,-0.02935287576450496,0.4552821197164902
