sex,n,PPR,TPR,FPR,FNR,PPV,TNR,BACC,PPR_diff_vs_ref,TPR_diff_vs_ref,FPR_diff_vs_ref,FNR_diff_vs_ref,PPV_diff_vs_ref,TNR_diff_vs_ref,BACC_diff_vs_ref,DI_vs_ref
Male,4283,0.5367732897501751,0.692200557103064,0.37952090183184595,0.30779944289693595,0.6485428447150935,0.620479098168154,0.656339827635609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Female,966,0.2474120082815735,0.40970350404312667,0.146218487394958,0.5902964959568733,0.6359832635983264,0.853781512605042,0.6317425083240843,-0.2893612814686016,-0.2824970530599374,-0.23330241443688796,0.28249705305993733,-0.012559581116767138,0.23330241443688793,-0.024597319311524757,0.46092458959111754
