sex,n,PPR,TPR,FPR,FNR,PPV,TNR,BACC,PPR_diff_vs_ref,TPR_diff_vs_ref,FPR_diff_vs_ref,FNR_diff_vs_ref,PPV_diff_vs_ref,TNR_diff_vs_ref,BACC_diff_vs_ref,DI_vs_ref
Male,4283,0.5255661919215503,0.6578458681522749,0.39173320807891027,0.34215413184772514,0.6294980008884941,0.6082667919210897,0.6330563300366823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Female,966,0.2391304347826087,0.40431266846361186,0.1361344537815126,0.5956873315363881,0.6493506493506493,0.8638655462184874,0.6340891073410496,-0.2864357571389416,-0.253533199688663,-0.25559875429739765,0.25353319968866295,0.019852648462155287,0.25559875429739776,0.0010327773043673494,0.45499584725629194
