sex,threshold,n,PPR,TPR,FPR,FNR,PPV,TNR,BACC,PPR_diff_vs_ref,TPR_diff_vs_ref,FPR_diff_vs_ref,FNR_diff_vs_ref,PPV_diff_vs_ref,TNR_diff_vs_ref,BACC_diff_vs_ref,DI_vs_ref
Male,0.7,4283,0.1566658883959841,0.23351903435468896,0.07891028651949272,0.7664809656453111,0.7496274217585693,0.9210897134805073,0.5773043739175981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Female,0.7,966,0.050724637681159424,0.1078167115902965,0.015126050420168067,0.8921832884097035,0.8163265306122449,0.984873949579832,0.5463453305850643,-0.10594125071482469,-0.12570232276439247,-0.06378423609932465,0.12570232276439242,0.06669910885367558,0.06378423609932471,-0.030959043332533853,0.3237758914879372
